PlayerID,Age,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel,GameDifficulty_enc,EngagementLevel_enc,Gender_Female,Gender_Male,Location_Asia,Location_Europe,Location_Other,Location_USA,GameGenre_Action,GameGenre_RPG,GameGenre_Simulation,GameGenre_Sports,GameGenre_Strategy,AgeGroup,TotalWeeklyPlayMinutes,AchievementRate
9014,44,17.97520048,0,Easy,8,41,98,1,Low,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,41-49,328,0.010204082
9015,16,7.951511339,0,Medium,10,156,58,24,High,1,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,15-20,1560,0.413793103
9016,35,17.88789846,0,Easy,16,154,62,4,High,0,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,31-40,2464,0.064516129
9017,47,17.2721129,0,Medium,2,131,13,9,Low,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,41-49,262,0.692307692
9018,26,19.41607874,0,Easy,3,135,77,25,Medium,0,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,21-30,405,0.324675325
9019,36,19.33882552,0,Easy,4,56,21,30,Low,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,31-40,224,1.428571429
9020,39,1.722580982,0,Easy,2,177,34,37,Medium,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,31-40,354,1.088235294
9021,41,16.16768979,0,Easy,18,159,36,33,High,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,41-49,2862,0.916666667
9022,42,10.44812619,0,Medium,2,120,81,5,Low,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,41-49,240,0.061728395
9023,30,17.95983486,0,Easy,14,117,40,19,High,0,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,21-30,1638,0.475
9024,29,22.5647231,0,Medium,12,161,1,22,High,1,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,21-30,1932,22
9025,17,10.31145992,0,Hard,4,82,1,7,Medium,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,15-20,328,7
9026,21,4.898342486,0,Medium,12,118,71,26,High,1,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,21-30,1416,0.366197183
9027,35,14.59442464,0,Easy,18,177,59,18,High,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,31-40,3186,0.305084746
9028,23,3.218365078,0,Easy,14,57,2,1,Medium,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,21-30,798,0.5
9029,32,4.128575768,0,Easy,1,155,85,37,Low,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,31-40,155,0.435294118
9030,18,22.85867254,0,Easy,3,67,35,2,Low,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,15-20,201,0.057142857
9031,39,3.374945772,1,Easy,5,70,50,11,Medium,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,31-40,350,0.22
9032,28,14.52763877,0,Hard,0,127,48,48,Low,2,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,21-30,0,1
9033,23,18.96432413,0,Hard,19,48,62,42,Medium,2,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,21-30,912,0.677419355
9034,40,11.7289647,0,Hard,0,120,24,18,Low,2,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,31-40,0,0.75
9035,16,17.4912581,0,Medium,18,166,24,17,High,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,15-20,2988,0.708333333
9036,34,13.77645119,0,Hard,19,28,79,41,Medium,2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,31-40,532,0.518987342
9037,42,23.95834938,0,Medium,17,61,26,26,Medium,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,41-49,1037,1
9038,21,1.90800715,0,Medium,11,112,14,0,Medium,1,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,21-30,1232,0
9039,22,5.560105968,0,Hard,3,116,52,44,Medium,2,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,21-30,348,0.846153846
9040,49,13.71408701,1,Medium,15,43,93,29,Medium,1,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,41-49,645,0.311827957
9041,28,12.2839258,0,Medium,4,151,76,35,Medium,1,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,21-30,604,0.460526316
9042,31,2.244646563,0,Medium,15,68,88,39,Medium,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,31-40,1020,0.443181818
9043,18,13.15380958,0,Medium,12,115,98,7,Medium,1,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,15-20,1380,0.071428571
9044,16,2.619633553,0,Easy,14,149,10,34,High,0,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,15-20,2086,3.4
9045,20,16.58532905,0,Medium,19,65,34,46,Medium,1,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,15-20,1235,1.352941176
9046,18,15.65317441,0,Easy,17,176,45,43,High,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,15-20,2992,0.955555556
9047,43,1.59597872,0,Medium,3,31,73,49,Low,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,41-49,93,0.671232877
9048,32,11.19805668,0,Easy,19,77,51,38,High,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,31-40,1463,0.745098039
9049,40,17.06770114,0,Hard,8,94,31,13,Medium,2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,31-40,752,0.419354839
9050,48,19.21649489,0,Hard,3,146,22,32,Medium,2,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,41-49,438,1.454545455
9051,24,0.874188107,0,Medium,8,45,19,21,High,1,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,21-30,360,1.105263158
9052,28,11.21671386,0,Easy,8,134,64,25,Medium,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,21-30,1072,0.390625
9053,45,23.70289732,1,Easy,1,50,95,26,Low,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,41-49,50,0.273684211
9054,29,9.210122598,1,Easy,15,171,6,16,High,0,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,21-30,2565,2.666666667
9055,22,12.81893093,1,Easy,8,46,8,0,Medium,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,21-30,368,0
9056,28,7.181065651,0,Easy,8,139,20,1,Medium,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,21-30,1112,0.05
9057,37,1.321635145,1,Easy,15,36,88,36,Medium,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,31-40,540,0.409090909
9058,35,21.68627463,0,Easy,15,148,73,43,High,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,31-40,2220,0.589041096
9059,30,15.15413864,0,Easy,9,153,46,19,Medium,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,21-30,1377,0.413043478
9060,32,12.55512157,0,Hard,11,138,27,13,High,2,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,31-40,1518,0.481481481
9061,38,19.46356366,0,Medium,19,155,35,30,High,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,31-40,2945,0.857142857
9062,40,3.529623978,0,Easy,2,94,76,42,Medium,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,31-40,188,0.552631579
9063,39,20.85593529,0,Hard,16,140,10,16,High,2,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,31-40,2240,1.6
9064,43,14.627357,0,Easy,1,16,38,43,Low,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,41-49,16,1.131578947
9065,29,17.00264693,1,Easy,16,135,80,43,High,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,21-30,2160,0.5375
9066,15,14.89617752,0,Easy,6,49,58,42,Medium,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,15-20,294,0.724137931
9067,39,19.75297185,0,Medium,7,46,26,47,Medium,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,31-40,322,1.807692308
9068,21,19.0253094,0,Easy,13,30,3,40,Medium,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,21-30,390,13.33333333
9069,23,13.7246485,1,Medium,17,167,72,24,High,1,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,21-30,2839,0.333333333
9070,38,20.16071101,0,Easy,13,79,29,32,Medium,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,31-40,1027,1.103448276
9071,15,18.85035866,0,Medium,7,111,45,2,Medium,1,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,15-20,777,0.044444444
9072,22,12.08218179,1,Easy,7,79,46,32,Medium,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,21-30,553,0.695652174
9073,38,2.262378869,0,Medium,12,131,12,37,High,1,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,31-40,1572,3.083333333
9074,25,20.81294908,1,Easy,19,109,91,48,High,0,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,21-30,2071,0.527472527
9075,31,9.009114579,0,Easy,14,106,23,1,High,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,31-40,1484,0.043478261
9076,22,19.66355595,1,Medium,3,29,9,30,Low,1,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,21-30,87,3.333333333
9077,49,18.53536572,1,Easy,0,83,15,4,Low,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,41-49,0,0.266666667
9078,49,2.040757121,1,Easy,12,70,33,33,Medium,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,41-49,840,1
9079,47,6.534987239,0,Easy,10,14,15,25,Low,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,41-49,140,1.666666667
9080,19,19.86081236,1,Easy,1,139,24,0,Low,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,15-20,139,0
9081,42,13.98102648,0,Medium,12,34,14,15,Medium,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,41-49,408,1.071428571
9082,21,7.743327855,0,Easy,5,77,40,38,Medium,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,21-30,385,0.95
9083,23,3.799376062,1,Easy,12,41,73,10,Medium,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,21-30,492,0.136986301
9084,22,10.39151841,0,Easy,19,102,14,24,High,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,21-30,1938,1.714285714
9085,26,15.07465365,0,Medium,4,117,4,49,Medium,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,21-30,468,12.25
9086,48,8.4576517,1,Easy,3,122,89,24,Medium,0,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,41-49,366,0.269662921
9087,47,14.43220152,0,Hard,18,14,78,4,Low,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,41-49,252,0.051282051
9088,37,19.50170792,0,Medium,11,147,40,49,High,1,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,31-40,1617,1.225
9089,38,6.496475465,1,Medium,8,107,11,7,Medium,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,31-40,856,0.636363636
9090,49,2.149495213,0,Medium,14,36,59,35,Medium,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,41-49,504,0.593220339
9091,36,4.313328381,0,Easy,1,73,76,15,Low,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,31-40,73,0.197368421
9092,41,5.694275828,1,Easy,7,12,77,28,Low,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,41-49,84,0.363636364
9093,49,3.109332626,0,Easy,0,99,80,42,Low,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,41-49,0,0.525
9094,15,9.744040837,1,Hard,4,32,33,42,Low,2,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,15-20,128,1.272727273
9095,49,7.838044518,0,Easy,19,126,3,14,High,0,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,41-49,2394,4.666666667
9096,28,9.208410715,1,Medium,1,84,61,39,Low,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,21-30,84,0.639344262
9097,17,8.644038309,0,Easy,3,117,1,11,Medium,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,15-20,351,11
9098,15,5.970601392,0,Easy,11,55,54,37,Medium,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,15-20,605,0.685185185
9099,19,15.37717222,0,Hard,14,93,65,42,High,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,15-20,1302,0.646153846
9100,40,5.805040224,0,Medium,5,40,89,29,Medium,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,31-40,200,0.325842697
9101,28,22.35082463,0,Hard,11,109,53,18,Medium,2,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,21-30,1199,0.339622642
9102,41,7.648375781,0,Easy,2,33,54,33,Low,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,41-49,66,0.611111111
9103,23,22.87669254,0,Medium,8,91,38,14,Medium,1,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,21-30,728,0.368421053
9104,29,4.557998876,0,Easy,16,36,22,36,Medium,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,21-30,576,1.636363636
9105,29,2.067384129,1,Easy,15,101,73,45,High,0,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,21-30,1515,0.616438356
9106,40,7.383373196,0,Easy,15,24,56,17,Medium,0,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,31-40,360,0.303571429
9107,27,7.733396193,0,Hard,17,72,45,48,Medium,2,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,21-30,1224,1.066666667
9108,46,19.40450332,1,Medium,9,127,75,32,Medium,1,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,41-49,1143,0.426666667
9109,46,18.55396821,0,Easy,12,96,2,21,Medium,0,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,41-49,1152,10.5
9110,18,4.456026911,0,Easy,16,121,10,35,High,0,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,15-20,1936,3.5
9111,44,22.14322251,0,Hard,7,60,5,30,Medium,2,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,41-49,420,6
9112,37,8.499982201,0,Medium,18,145,88,15,High,1,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,31-40,2610,0.170454545
9113,29,23.6946066,0,Medium,3,51,72,44,Low,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,21-30,153,0.611111111
9114,43,23.16525261,0,Easy,14,96,42,47,High,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,41-49,1344,1.119047619
9115,27,6.549913699,0,Hard,18,111,34,9,High,2,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,21-30,1998,0.264705882
9116,46,10.82559834,0,Medium,12,142,24,18,High,1,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,41-49,1704,0.75
9117,21,20.27765234,1,Easy,17,142,12,20,High,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,21-30,2414,1.666666667
9118,36,7.245611011,0,Easy,3,69,52,14,Low,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,31-40,207,0.269230769
9119,42,10.7769159,0,Medium,7,154,23,19,Medium,1,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,41-49,1078,0.826086957
9120,16,4.622791147,1,Easy,17,149,48,14,High,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,15-20,2533,0.291666667
9121,20,11.92937855,0,Medium,11,75,69,25,Medium,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,15-20,825,0.362318841
9122,42,6.56679434,0,Hard,15,17,19,43,Low,2,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,41-49,255,2.263157895
9123,42,2.7313182,0,Medium,17,62,77,35,Medium,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,41-49,1054,0.454545455
9124,34,16.59168748,0,Medium,13,124,35,43,High,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,31-40,1612,1.228571429
9125,44,8.583797273,0,Medium,11,34,8,11,Medium,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,41-49,374,1.375
9126,25,12.76314009,0,Medium,7,108,76,1,Medium,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,21-30,756,0.013157895
9127,42,13.29775219,0,Easy,19,157,85,7,High,0,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,41-49,2983,0.082352941
9128,39,14.17375566,0,Easy,15,108,49,32,High,0,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,31-40,1620,0.653061224
9129,47,18.49464367,0,Easy,2,65,92,45,Medium,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,41-49,130,0.489130435
9130,15,17.22387982,1,Hard,5,94,76,14,Medium,2,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,15-20,470,0.184210526
9131,41,18.22465546,0,Medium,1,70,5,43,Low,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,41-49,70,8.6
9132,27,19.48783441,0,Medium,16,154,13,27,High,1,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,21-30,2464,2.076923077
9133,17,9.483212067,0,Medium,7,78,54,36,Medium,1,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,15-20,546,0.666666667
9134,20,19.04746115,0,Easy,18,14,49,5,Low,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,15-20,252,0.102040816
9135,22,8.612156615,1,Hard,13,21,58,19,Low,2,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,21-30,273,0.327586207
